Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|02/01/2024|Vente|346,50||||B020|LE DELIVRE|1230|CHALEY|01|76||B|514||||||||||||0||||||P||99
|||||||000002|03/01/2024|Vente|10000,00||||B007|CHEVRY DESSOUS|1170|CHEVRY|01|103||B|1782||||||||||||0||||||S||115
|||||||000001|08/01/2024|Vente|249000,00||||B086|PIN HAMEAU|1290|LAIZ|01|203||C|1065||||||||||||0||||||S||497
|||||||000001|03/01/2024|Vente|329500,00|9001||PL|0500|DU JURA|1170|GEX|01|173||AI|551||50||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2024|Vente|329500,00|29||PL|0500|DU JURA|1170|GEX|01|173||AI|551||175||29||||||||2|3|Dépendance||0|0|||
|||||||000001|03/01/2024|Vente|329500,00|29||PL|0500|DU JURA|1170|GEX|01|173||AI|551||175||29||||||||2|3|Dépendance||0|0|||
|||||||000001|03/01/2024|Vente|329500,00|29||PL|0500|DU JURA|1170|GEX|01|173||AI|551||175||29||||||||2|2|Appartement||89|4|||
|||||||000001|09/01/2024|Vente|20000,00||||B579|AU CHAUME|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|4||||||||||||0||||||BR||1584
|||||||000001|09/01/2024|Vente|20000,00||||B606|LES FATES|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|32||||||||||||0||||||BR||188
|||||||000001|09/01/2024|Vente|20000,00||||B606|LES FATES|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|46||||||||||||0||||||BR||2532
|||||||000001|09/01/2024|Vente|20000,00||||B574|EN CHANAUD|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|82||||||||||||0||||||P||2615
|||||||000001|09/01/2024|Vente|20000,00||||B562|LA BERROTIERE|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|101||||||||||||0||||||BT||1890
|||||||000001|09/01/2024|Vente|20000,00||||B644|RADIOT|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|175||||||||||||0||||||BT||926
|||||||000001|09/01/2024|Vente|20000,00||||B645|SUR LA RECULAZ|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|198||||||||||||0||||||BT||843
|||||||000001|09/01/2024|Vente|20000,00||||B645|SUR LA RECULAZ|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|244||||||||||||0||||||BT||2311
|||||||000001|09/01/2024|Vente|20000,00||||B645|SUR LA RECULAZ|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|245||||||||||||0||||||BT||1109
|||||||000001|09/01/2024|Vente|20000,00||||B645|SUR LA RECULAZ|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|249||||||||||||0||||||BT||1377
|||||||000001|09/01/2024|Vente|20000,00||||B645|SUR LA RECULAZ|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|264||||||||||||0||||||BT||1155
|||||||000001|09/01/2024|Vente|20000,00||||B583|EN CHEZIEU|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|307||||||||||||0||||||L||2496
|||||||000001|09/01/2024|Vente|20000,00||||B598|LA COTE AUX BERNES|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|313||||||||||||0||||||L||1598
|||||||000001|09/01/2024|Vente|20000,00||||B582|SUR LA CHENELAZ|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|325||||||||||||0||||||BR||1351
|||||||000001|09/01/2024|Vente|20000,00||||B645|SUR LA RECULAZ|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|373||||||||||||0||||||BT||177
|||||||000001|09/01/2024|Vente|20000,00||||B606|LES FATES|1110|PLATEAU D'HAUTEVILLE|01|185|186|A|392||||||||||||0||||||BR||2240
|||||||000001|09/01/2024|Vente|20000,00||||B567|LE BOURG|1110|PLATEAU D'HAUTEVILLE|01|185|186|AC|31||||||||||||0||||||J||157
|||||||000001|09/01/2024|Vente|20000,00||||B567|LE BOURG|1110|PLATEAU D'HAUTEVILLE|01|185|186|AC|47||||||||||||0||||||J||45
|||||||000001|09/01/2024|Vente|20000,00||||B567|LE BOURG|1110|PLATEAU D'HAUTEVILLE|01|185|186|AC|97||||||||||||0||||||P||1125
|||||||000001|09/01/2024|Vente|20000,00||||B567|LE BOURG|1110|PLATEAU D'HAUTEVILLE|01|185|186|AC|161||||||||||||0||||||P||78
|||||||000001|09/01/2024|Vente|20000,00||||B567|LE BOURG|1110|PLATEAU D'HAUTEVILLE|01|185|186|AC|174||||||||||||0||||||P||84
|||||||000001|09/01/2024|Vente|20000,00||||B639|PRES DU TOUR|1110|PLATEAU D'HAUTEVILLE|01|185|186|AC|193||||||||||||0||||||P||261
|||||||000001|09/01/2024|Vente|20000,00||||B639|PRES DU TOUR|1110|PLATEAU D'HAUTEVILLE|01|185|186|AC|217||||||||||||0||||||P||64
|||||||000001|09/01/2024|Vente|20000,00||||B639|PRES DU TOUR|1110|PLATEAU D'HAUTEVILLE|01|185|186|AC|232||||||||||||0||||||P||289
|||||||000001|09/01/2024|Vente|20000,00||||B639|PRES DU TOUR|1110|PLATEAU D'HAUTEVILLE|01|185|186|AC|235||||||||||||0||||||P||935
|||||||000001|09/01/2024|Vente|20000,00||||B639|PRES DU TOUR|1110|PLATEAU D'HAUTEVILLE|01|185|186|AC|238||||||||||||0||||||P||199
|||||||000001|09/01/2024|Vente|20000,00||||B639|PRES DU TOUR|1110|PLATEAU D'HAUTEVILLE|01|185|186|AC|250||||||||||||0||||||P||475
|||||||000001|09/01/2024|Vente|20000,00||||B601|SUR LE COTET|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZC|3||||||||||||0||||||P||4180
|||||||000001|09/01/2024|Vente|20000,00||||B601|SUR LE COTET|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZC|13||||||||||||0||||||P||6780
|||||||000001|09/01/2024|Vente|20000,00||||B601|SUR LE COTET|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZC|13||||||||||||0||||||P||2260
|||||||000001|09/01/2024|Vente|20000,00||||B616|EN LA GRANDE COMBE|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZC|46||||||||||||0||||||T||920
|||||||000001|09/01/2024|Vente|20000,00||||B616|EN LA GRANDE COMBE|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZC|46||||||||||||0||||||T||1840
|||||||000001|09/01/2024|Vente|20000,00||||B637|PRES CHARRAZ|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZC|54||||||||||||0||||||L||850
|||||||000001|09/01/2024|Vente|20000,00||||B637|PRES CHARRAZ|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZC|54||||||||||||0||||||P||10180
|||||||000001|09/01/2024|Vente|20000,00||||B637|PRES CHARRAZ|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZC|54||||||||||||0||||||P||5090
|||||||000001|09/01/2024|Vente|20000,00||||B576|EN LA CHAPELLE|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZC|62||||||||||||0||||||BT||1160
|||||||000001|09/01/2024|Vente|20000,00||||B576|EN LA CHAPELLE|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZC|62||||||||||||0||||||P||4140
|||||||000001|09/01/2024|Vente|20000,00||||B576|EN LA CHAPELLE|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZC|62||||||||||||0||||||P||4130
|||||||000001|09/01/2024|Vente|20000,00||||B576|EN LA CHAPELLE|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZC|62||||||||||||0||||||BT||2940
|||||||000001|09/01/2024|Vente|20000,00||||B641|PRES FAUCHES SUD|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZC|71||||||||||||0||||||P||6650
|||||||000001|09/01/2024|Vente|20000,00||||B659|AU TOURE|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZD|15||||||||||||0||||||P||10690
|||||||000001|09/01/2024|Vente|20000,00||||B615|GOUILLE D ARSOUZE|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZD|37||||||||||||0||||||P||6930
|||||||000001|09/01/2024|Vente|20000,00||||B605|A LA FALCONNIERE|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZD|74||||||||||||0||||||BT||4470
|||||||000001|09/01/2024|Vente|20000,00||||B605|A LA FALCONNIERE|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZD|74||||||||||||0||||||P||2520
|||||||000001|09/01/2024|Vente|20000,00||||B605|A LA FALCONNIERE|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZD|74||||||||||||0||||||P||2140
|||||||000001|09/01/2024|Vente|20000,00||||B605|A LA FALCONNIERE|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZD|74||||||||||||0||||||BT||5320
|||||||000001|09/01/2024|Vente|20000,00||||B605|A LA FALCONNIERE|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZD|74||||||||||||0||||||P||2760
|||||||000001|09/01/2024|Vente|20000,00||||B605|A LA FALCONNIERE|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZD|74||||||||||||0||||||P||1250
|||||||000001|09/01/2024|Vente|20000,00||||B563|AU BIOLAY|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZD|91||||||||||||0||||||P||8240
|||||||000001|09/01/2024|Vente|20000,00||||B563|AU BIOLAY|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZD|91||||||||||||0||||||BT||2750
|||||||000001|09/01/2024|Vente|20000,00||||B563|AU BIOLAY|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZD|91||||||||||||0||||||P||1700
|||||||000001|09/01/2024|Vente|20000,00||||B563|AU BIOLAY|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZD|91||||||||||||0||||||BT||1840
|||||||000001|09/01/2024|Vente|20000,00||||B563|AU BIOLAY|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZD|91||||||||||||0||||||P||2060
|||||||000001|09/01/2024|Vente|20000,00||||B563|AU BIOLAY|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZD|91||||||||||||0||||||P||1830
|||||||000001|09/01/2024|Vente|20000,00||||B572|CHAMP DE MORT|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZE|15||||||||||||0||||||P||17410
|||||||000001|09/01/2024|Vente|20000,00||||B572|CHAMP DE MORT|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZE|15||||||||||||0||||||BT||2740
|||||||000001|09/01/2024|Vente|20000,00||||B572|CHAMP DE MORT|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZE|15||||||||||||0||||||P||4350
|||||||000001|09/01/2024|Vente|20000,00||||B572|CHAMP DE MORT|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZE|16||||||||||||0||||||BT||970
|||||||000001|09/01/2024|Vente|20000,00||||B572|CHAMP DE MORT|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZE|16||||||||||||0||||||P||10500
|||||||000001|09/01/2024|Vente|20000,00||||B572|CHAMP DE MORT|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZE|18||||||||||||0||||||P||1480
|||||||000001|09/01/2024|Vente|20000,00||||B611|FINAGE D EN HAUT|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZE|47||||||||||||0||||||P||2190
|||||||000001|09/01/2024|Vente|20000,00||||B611|FINAGE D EN HAUT|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZE|47||||||||||||0||||||P||4380
|||||||000001|09/01/2024|Vente|20000,00||||B611|FINAGE D EN HAUT|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZE|48||||||||||||0||||||T||2930
|||||||000001|09/01/2024|Vente|20000,00||||B611|FINAGE D EN HAUT|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZE|48||||||||||||0||||||T||2920
|||||||000001|09/01/2024|Vente|20000,00||||B611|FINAGE D EN HAUT|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZE|48||||||||||||0||||||T||2920
|||||||000001|09/01/2024|Vente|20000,00||||B655|AUX TEPPES|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZE|53||||||||||||0||||||P||8200
|||||||000001|09/01/2024|Vente|20000,00||||B655|AUX TEPPES|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZE|53||||||||||||0||||||P||3720
|||||||000001|09/01/2024|Vente|20000,00||||B655|AUX TEPPES|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZE|53||||||||||||0||||||BT||8820
|||||||000001|09/01/2024|Vente|20000,00||||B655|AUX TEPPES|1110|PLATEAU D'HAUTEVILLE|01|185|186|ZE|53||||||||||||0||||||P||2040
|||||||000001|05/01/2024|Vente|102000,00||||B037|PALORDET|1310|MONTRACOL|01|264||AA|240||||||||||||0||||||P||3661
|||||||000001|03/01/2024|Vente|94500,00|32||RUE|0325|DES PETITES FONTAINES|1150|LAGNIEU|01|202||AC|198||||||||||||0|3|Dépendance||0|0|S||65
|||||||000001|03/01/2024|Vente|94500,00|32||RUE|0325|DES PETITES FONTAINES|1150|LAGNIEU|01|202||AC|198||||||||||||0|2|Appartement||74|3|S||65
|||||||000001|03/01/2024|Vente|94500,00|32||RUE|0325|DES PETITES FONTAINES|1150|LAGNIEU|01|202||AC|198||||||||||||0|3|Dépendance||0|0|S||65
|||||||000001|03/01/2024|Vente|94500,00|32||RUE|0325|DES PETITES FONTAINES|1150|LAGNIEU|01|202||AC|198||||||||||||0|2|Appartement||32|2|S||65
|||||||000001|03/01/2024|Vente|220000,00|5043|||B152|AU MOLLARD|1640|BOYEUX-SAINT-JEROME|01|56||C|2523||||||||||||0|1|Maison||40|1|S||488
|||||||000001|03/01/2024|Vente|220000,00|14||MTE|0086|DU FOUR|1640|BOYEUX-SAINT-JEROME|01|56||C|2524||||||||||||0|1|Maison||80|2|S||858
|||||||000001|03/01/2024|Vente|220000,00||||B152|AU MOLLARD|1640|BOYEUX-SAINT-JEROME|01|56||C|2952||||||||||||0||||||J||269
|||||||000001|10/01/2024|Vente|19000,00||||B066|LA COMMUNE|1250|VILLEREVERSURE|01|447||E|683||||||||||||0||||||P||14850
|||||||000002|05/01/2024|Vente|190000,00|130||GR|0120|GRANDE RUE|1320|VILLETTE-SUR-AIN|01|449||AC|558||||||||||||0|1|Maison||110|6|||
|||||||000001|03/01/2024|Vente|72000,00|16||RUE|0045|CENTRALE|1150|LAGNIEU|01|202||AC|336||||||||||||0|1|Maison||121|4|S||115
|||||||000002|03/01/2024|Vente|198000,00|12||RUE|0105|CLOS TERRE DES HOMMES|1500|SAINT-MAURICE-DE-REMENS|01|379||AE|572||||||||||||0|1|Maison||72|4|S||537
|||||||000001|05/01/2024|Vente|137000,00|55||RUE|0160|LOUISE DE SAVOIE|1160|PONT-D AIN|01|304||AM|154||||||||||||0|1|Maison||80|2|S||32
|||||||000001|08/01/2024|Vente|50000,00||||B023|LES CHARMETTES|1230|ARGIS|01|17||A|103||||||||||||0||||||BT||815
|||||||000001|08/01/2024|Vente|50000,00||||B093|LA PISSOIRE|1230|ARGIS|01|17||A|404||||||||||||0||||||P||2717
|||||||000001|08/01/2024|Vente|50000,00||||B009|BARACHIN|1230|ARGIS|01|17||A|437||||||||||||0||||||L|FRICH|807
|||||||000001|08/01/2024|Vente|50000,00||||B033|LA CONDONNA|1230|ARGIS|01|17||A|483||||||||||||0||||||L|FRICH|1697
|||||||000001|08/01/2024|Vente|50000,00||||B039|EN COUENAY|1230|ARGIS|01|17||A|548||||||||||||0||||||BT||3122
|||||||000001|08/01/2024|Vente|50000,00||||B133|VERS L EQUE|1230|ARGIS|01|17||AB|582||||||||||||0||||||L|FRICH|1960
|||||||000001|08/01/2024|Vente|50000,00||||B010|AU BEDEAU|1230|ARGIS|01|17||WA|177||||||||||||0||||||L|FRICH|1299
|||||||000001|08/01/2024|Vente|50000,00||||B093|LA PISSOIRE|1230|ARGIS|01|17||ZD|25||||||||||||0||||||BT||11139
|||||||000001|08/01/2024|Vente|50000,00||||B093|LA PISSOIRE|1230|ARGIS|01|17||ZD|29||||||||||||0||||||BT||4077
|||||||000001|08/01/2024|Vente|50000,00||||B093|LA PISSOIRE|1230|ARGIS|01|17||ZD|32||||||||||||0||||||BT||4530
|||||||000001|08/01/2024|Vente|85000,00|8||RUE|0459|MARYSE BASTIE|1500|AMBERIEU-EN-BUGEY|01|4||AP|1221||||||||||||0|1|Maison||91|4|S||320
